2017	Outrage Coda	Carlos Alonso	5.5	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/outrage_coda_2017
2018	Abducted	Paula Lago	3.6	Una película aburrida	https.//cinemanía.com/paula/paula_lago/abducted_2018
2014	Mr. Miracle	Paula Lago	4.4	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/mr._miracle_2014
2021	The Pleasant Valley War	Phill Freeman	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_pleasant_valley_war_2021
1961	Girl with a Suitcase	Phill Freeman	6.6	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/girl_with_a_suitcase_1961
2000	Hamlet	Paul Pendergast	5.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/hamlet_2000
1986	52 Pick-Up	Paula Lago	5.5	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/52_pick-up_1986
2013	Texas Chainsaw	Oscar Gutiérrez	3.9	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/texas_chainsaw_2013
2016	Possession	Paula Lago	6.4	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/possession_2016
2014	Socialphobia	Paula Lago	5.5	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/socialphobia_2014
2013	Breakin L.A.	Oscar Gutiérrez	3.8	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/breakin_l.a._2013
2019	Stray	Phill Freeman	3.9	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/stray_2019
1971	The Corpse Grinders	Oscar Gutiérrez	3.1	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/the_corpse_grinders_1971
2021	Sherni	Phill Freeman	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/sherni_2021
1957	The Invisible Man vs. The Human Fly	Oscar Gutiérrez	4.6	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/the_invisible_man_vs._the_human_fly_1957
1982	The Living Dead Girl	Luisa Molina	4.9	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_living_dead_girl_1982
2019	The Mercenary	Phill Freeman	4.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_mercenary_2019
1948	Mickey Down Under	Paula Lago	4.8	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/mickey_down_under_1948
2000	Faithless	Paul Pendergast	6.5	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/faithless_2000
2015	Day Out of Days	Fermín Álvarez	4.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/day_out_of_days_2015
2012	Great Expectations	Luisa Molina	5.4	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/great_expectations_2012
2022	Goliath	Fermín Álvarez	7.2	Gran película, muy recomendable	https.//forummovies.org/reviews/fermín_álvarez/goliath_2022
1992	The Muppet Christmas Carol	Oscar Gutiérrez	6.8	Película entretenida para pasar el rato	https.//palomitas.com/películas/oscar_gutiérrez/the_muppet_christmas_carol_1992
2009	Life During Wartime	Phill Freeman	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/life_during_wartime_2009
2019	Jack & Yaya	Phill Freeman	6.8	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/jack_&_yaya_2019
1933	Ex-Lady	Phill Freeman	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/ex-lady_1933
2007	Kingdom of War: Part 1	Luisa Molina	5.9	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/kingdom_of_war:_part_1_2007
2015	Once Upon a Holiday	Fermín Álvarez	5.3	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/fermín_álvarez/once_upon_a_holiday_2015
2020	The Sheriff	Paul Pendergast	4.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/the_sheriff_2020
2016	Murder, She Baked Murder, She Baked: A Peach Cobbler Mystery	Paula Lago	6.0	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/murder,_she_baked_murder,_she_baked:_a_peach_cobbler_mystery_2016
1983	Cujo	Phill Freeman	5.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/cujo_1983
1999	All About My Mother	Oscar Gutiérrez	6.9	Película entretenida para pasar el rato	https.//palomitas.com/películas/oscar_gutiérrez/all_about_my_mother_1999
1998	Lock, Stock and Two Smoking Barrels	Paula Lago	7.2	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/lock,_stock_and_two_smoking_barrels_1998
2008	Hell Ride	Fermín Álvarez	4.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/hell_ride_2008
1990	All for the Winner	Paul Pendergast	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/all_for_the_winner_1990
2020	Death Drop Gorgeous	Paul Pendergast	3.2	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/death_drop_gorgeous_2020
1988	Sweet Hearts Dance	Paula Lago	4.8	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/sweet_hearts_dance_1988
2019	The Blackwell Ghost 3	Phill Freeman	5.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_blackwell_ghost_3_2019
2003	National Security	Phill Freeman	4.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/national_security_2003
2010	Leap Year	Paul Pendergast	5.5	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/leap_year_2010
1948	The Three Musketeers	Paula Lago	6.2	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/the_three_musketeers_1948
1997	Swept from the Sea	Luisa Molina	5.8	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/swept_from_the_sea_1997
1936	Mayerling	Oscar Gutiérrez	5.2	Una buena película para ver con tu pareja	https.//palomitas.com/películas/oscar_gutiérrez/mayerling_1936
2018	Reshenie o likvidatsii	Paula Lago	4.7	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/reshenie_o_likvidatsii_2018
2004	Install	Carlos Alonso	4.8	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/install_2004
1975	Eyeball	Claire Johnson	5.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/eyeball_1975
1979	Elvis	Phill Freeman	6.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/elvis_1979
2016		Paula Lago	4.0	Una película aburrida	https.//cinemanía.com/paula/paula_lago/_2016
2015	Book Club	Fermín Álvarez	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/book_club_2015
1998	The Odd Couple II	Paula Lago	5.5	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_odd_couple_ii_1998
2015	A Horse for Christmas	Fermín Álvarez	4.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/a_horse_for_christmas_2015
1954	Creature from the Black Lagoon	Paula Lago	6.0	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/creature_from_the_black_lagoon_1954
2015	Spare Parts	Fermín Álvarez	5.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/spare_parts_2015
2015	Jeff Dunham: Unhinged in Hollywood	Fermín Álvarez	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/jeff_dunham:_unhinged_in_hollywood_2015
2019	It Feels So Good	Phill Freeman	5.6	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/it_feels_so_good_2019
2014	Deli Man	Paula Lago	6.2	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/deli_man_2014
2008	The 27 Club	Fermín Álvarez	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/the_27_club_2008
2021	Toying with the Holidays	Phill Freeman	5.4	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/toying_with_the_holidays_2021
2013	Tales from the Organ Trade	Oscar Gutiérrez	6.3	Gran película, muy recomendable	https.//palomitas.com/películas/oscar_gutiérrez/tales_from_the_organ_trade_2013
2013	Hotel De Sade	Oscar Gutiérrez	3.4	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/hotel_de_sade_2013
2009	The Good Witch's Garden	Phill Freeman	6.3	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/the_good_witch's_garden_2009
1997	Scream 2	Luisa Molina	5.5	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/scream_2_1997
2008	The Cottage	Fermín Álvarez	5.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/the_cottage_2008
2017	Baby Bump(s)	Carlos Alonso	4.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/baby_bump(s)_2017
2017	Housewife	Carlos Alonso	4.0	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/housewife_2017
1976	Scorchy	Paula Lago	4.2	Una película aburrida	https.//cinemanía.com/paula/paula_lago/scorchy_1976
1971	The Moon and the Sledgehammer	Oscar Gutiérrez	6.1	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/the_moon_and_the_sledgehammer_1971
2016	Frankenstein Created Bikers	Paula Lago	4.3	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/frankenstein_created_bikers_2016
1977	Dear Wife	Luisa Molina	5.1	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/dear_wife_1977
2016	Porto	Paula Lago	5.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/porto_2016
1956	Rock Rock Rock!	Paula Lago	4.3	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/rock_rock_rock!_1956
2018	22 July	Paula Lago	6.0	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/22_july_2018
2020	The Vanished	Paul Pendergast	4.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/the_vanished_2020
2017	Wonderstruck	Carlos Alonso	5.4	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/wonderstruck_2017
1972	The Effect of Gamma Rays on Man-in-the-Moon Marigolds	Luisa Molina	6.6	Película entretenida para pasar el rato	https.//foro_pelis.es/luisam/luisa_molina/the_effect_of_gamma_rays_on_man-in-the-moon_marigolds_1972
2016	The Forest	Paula Lago	4.0	Una película aburrida	https.//cinemanía.com/paula/paula_lago/the_forest_2016
2016	The Boss	Paula Lago	6.1	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_boss_2016
1984	The Perils of Gwendoline in the Land of the Yik Yak	Paula Lago	4.5	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_perils_of_gwendoline_in_the_land_of_the_yik_yak_1984
2018	Revenger	Paula Lago	4.9	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/revenger_2018
2018	The Scythian	Paula Lago	5.4	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_scythian_2018
1968	The Astro-Zombies	Paula Lago	2.3	Una película aburrida	https.//cinemanía.com/paula/paula_lago/the_astro-zombies_1968
1979	The In-Laws	Phill Freeman	6.5	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/the_in-laws_1979
2019	Listen to the Universe	Phill Freeman	5.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/listen_to_the_universe_2019
2019	Just Don't Think I'll Scream	Phill Freeman	6.2	Un buen documental	https.//forummovies.org/reviews/phill_freeman/just_don't_think_i'll_scream_2019
1982	Bugs Bunny's 3rd Movie: 1001 Rabbit Tales	Luisa Molina	6.2	Gran película, muy recomendable	https.//foro_pelis.es/luisam/luisa_molina/bugs_bunny's_3rd_movie:_1001_rabbit_tales_1982
1993	The Three Musketeers	Phill Freeman	5.6	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/the_three_musketeers_1993
2019	The House	Phill Freeman	3.8	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/the_house_2019
2021	Ripper Untold	Phill Freeman	3.2	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/ripper_untold_2021
2005	Havoc	Claire Johnson	4.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/havoc_2005
1925	The Phantom of the Opera	Claire Johnson	4.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/the_phantom_of_the_opera_1925
1983	Born in Flames	Phill Freeman	5.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/born_in_flames_1983
2022	As They Made Us	Fermín Álvarez	5.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/as_they_made_us_2022
2018	King Lear	Paula Lago	5.4	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/king_lear_2018
1993	Rudy	Phill Freeman	6.7	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/rudy_1993
2007	The Air I Breathe	Luisa Molina	5.9	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_air_i_breathe_2007
2012	Saving the Titanic	Luisa Molina	6.4	Película entretenida para pasar el rato	https.//foro_pelis.es/luisam/luisa_molina/saving_the_titanic_2012
1984	Little House: Bless All the Dear Children	Paula Lago	6.6	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/little_house:_bless_all_the_dear_children_1984
2020	Coven of Evil	Paul Pendergast	2.3	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/coven_of_evil_2020
1986	Gothic	Paula Lago	4.9	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/gothic_1986
2016	Soulmate	Paula Lago	6.5	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/soulmate_2016
2019	The House	Phill Freeman	6.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_house_2019
2021	American Experience Billy Graham	Phill Freeman	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/american_experience_billy_graham_2021
2016	Apartment 407	Paula Lago	5.0	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/apartment_407_2016
2021	Strange Company	Phill Freeman	2.7	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/strange_company_2021
1989	Farewell to the King	Phill Freeman	5.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/farewell_to_the_king_1989
2016	My Many Sons	Paula Lago	2.7	Una película aburrida	https.//cinemanía.com/paula/paula_lago/my_many_sons_2016
2011	Thor	Phill Freeman	6.2	Gran película, muy recomendable	https.//forummovies.org/reviews/phill_freeman/thor_2011
2015	Chicken	Fermín Álvarez	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/chicken_2015
2004	Raise Your Voice	Carlos Alonso	5.0	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/raise_your_voice_2004
2011	Rent Boys	Phill Freeman	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/rent_boys_2011
2022	Press Play	Fermín Álvarez	5.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/press_play_2022
1979	The Villain	Phill Freeman	5.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_villain_1979
2016	X-Men: Apocalypse	Paula Lago	6.1	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/x-men:_apocalypse_2016
2017	Gogol. Nachalo	Carlos Alonso	5.0	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/gogol._nachalo_2017
2013	Party Central	Oscar Gutiérrez	6.2	Gran película, muy recomendable	https.//palomitas.com/películas/oscar_gutiérrez/party_central_2013
2007	881	Luisa Molina	5.7	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/881_2007
2019	The Silence of the Marsh	Phill Freeman	4.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_silence_of_the_marsh_2019
2016	We Need to Talk	Paula Lago	3.9	Una película aburrida	https.//cinemanía.com/paula/paula_lago/we_need_to_talk_2016
2014	Animals	Paula Lago	5.5	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/animals_2014
2013	The Sweeter Side of Life	Oscar Gutiérrez	4.8	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/the_sweeter_side_of_life_2013
2009	Paranormal	Phill Freeman	2.1	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/paranormal_2009
1992	The Power of One	Oscar Gutiérrez	6.3	Película entretenida para pasar el rato	https.//palomitas.com/películas/oscar_gutiérrez/the_power_of_one_1992
2017	Vixen: The Movie	Carlos Alonso	5.7	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/vixen:_the_movie_2017
1969	Horror House	Phill Freeman	3.9	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/horror_house_1969
1985	The Falcon and the Snowman	Oscar Gutiérrez	6.0	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/the_falcon_and_the_snowman_1985
2019	Recovery	Phill Freeman	3.2	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/recovery_2019
2016	The Marx Brothers: Hollywood's Kings of Chaos	Paula Lago	6.3	Un buen documental	https.//cinemanía.com/paula/paula_lago/the_marx_brothers:_hollywood's_kings_of_chaos_2016
2017	Accident	Carlos Alonso	6.0	Una buena película de acción y suspense	https.//palomitas.com/películas/carlos_alonso/accident_2017
1976	Satan's Slave	Paula Lago	4.4	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/satan's_slave_1976
2012	Scooby-Doo! Haunted Holidays	Luisa Molina	5.9	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/scooby-doo!_haunted_holidays_2012
2016	Possession	Paula Lago	5.5	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/possession_2016
2019	Trading Paint	Phill Freeman	3.7	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/trading_paint_2019
2005	The Man	Claire Johnson	4.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/the_man_2005
1962	The Grim Reaper	Luisa Molina	6.1	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_grim_reaper_1962
1992	Boomerang	Oscar Gutiérrez	4.9	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/boomerang_1992
2019	Clown	Phill Freeman	5.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/clown_2019
1979	Elvis	Phill Freeman	6.6	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/elvis_1979
2011	The Future	Phill Freeman	5.4	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/the_future_2011
2017	The Curse of Buckout Road	Carlos Alonso	3.5	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/the_curse_of_buckout_road_2017
2018	State Like Sleep	Paula Lago	3.7	Una película aburrida	https.//cinemanía.com/paula/paula_lago/state_like_sleep_2018
2015	Ten Thousand Saints	Fermín Álvarez	5.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/ten_thousand_saints_2015
2010	A Trace of Danger	Paul Pendergast	4.1	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/a_trace_of_danger_2010
2015	Truth	Fermín Álvarez	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/truth_2015
2018	Made in Italy	Paula Lago	5.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/made_in_italy_2018
2018	The 16th Episode	Paula Lago	3.5	Una película aburrida	https.//cinemanía.com/paula/paula_lago/the_16th_episode_2018
1969	Obsessions	Phill Freeman	4.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/obsessions_1969
2020	Stand by Me Doraemon 2	Paul Pendergast	6.8	Película entretenida para pasar el rato	https.//forummovies.org/reviews/paul_pendergast/stand_by_me_doraemon_2_2020
2016	The Girl with All the Gifts	Paula Lago	5.9	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_girl_with_all_the_gifts_2016
1978	The Legacy	Carlos Alonso	5.0	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/the_legacy_1978
1956	The Mountain	Paula Lago	6.1	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_mountain_1956
2021	40-Love	Phill Freeman	4.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/40-love_2021
2008	Naoko	Fermín Álvarez	5.4	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/fermín_álvarez/naoko_2008
2021	Tig Notaro: Drawn	Phill Freeman	6.4	Gran película, muy recomendable	https.//forummovies.org/reviews/phill_freeman/tig_notaro:_drawn_2021
2007	Jekyll	Luisa Molina	2.9	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/jekyll_2007
2013	No Land No Food No Life	Oscar Gutiérrez	6.5	Película entretenida para pasar el rato	https.//palomitas.com/películas/oscar_gutiérrez/no_land_no_food_no_life_2013
1940	Mr. Mouse Takes a Trip	Paul Pendergast	6.3	Gran película, muy recomendable	https.//forummovies.org/reviews/paul_pendergast/mr._mouse_takes_a_trip_1940
2021	The Road Ahead	Phill Freeman	4.1	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/the_road_ahead_2021
1984	The Ewok Adventure	Paula Lago	4.6	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_ewok_adventure_1984
2020	Influence	Paul Pendergast	5.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/influence_2020
2009	Goodbye Gary Cooper	Phill Freeman	5.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/goodbye_gary_cooper_2009
1986	Nutcracker	Paula Lago	6.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/nutcracker_1986
2020	Chained	Paul Pendergast	6.6	Película entretenida para pasar el rato	https.//forummovies.org/reviews/paul_pendergast/chained_2020
2011	Immortals	Phill Freeman	5.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/immortals_2011
2017	One Day	Carlos Alonso	6.3	Gran película, muy recomendable	https.//palomitas.com/películas/carlos_alonso/one_day_2017
2012	Game Change	Luisa Molina	6.7	Película entretenida para pasar el rato	https.//foro_pelis.es/luisam/luisa_molina/game_change_2012
2020	Sonic the Hedgehog	Paul Pendergast	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/sonic_the_hedgehog_2020
2017	Bluebeard	Carlos Alonso	4.9	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/bluebeard_2017
